time,flux,flux_err
0.0,0.9988594201812728,0.00045554598995312573
0.02000444543231829,0.9994773155366015,0.0002832855887016319
0.04000889086463658,1.001427208196573,0.0006322037849687322
0.06001333629695488,0.9996719479610863,0.0005969341065836021
0.08001778172927317,1.0009325056300309,0.0005209628183434351
0.10002222716159145,1.0005489739251219,0.0004143445971278346
0.12002667259390976,1.0006338170412687,0.0004586198012586473
0.14003111802622803,1.000503965983054,0.0005477880687176362
0.16003556345854633,0.9997515429072386,0.0004914683186042716
0.18004000889086463,1.0003583184691462,0.0006381307871589626
0.2000444543231829,0.9993740456232296,0.0006307840958120509
0.2200488997555012,1.000358801896832,0.00038218465485614266
0.2400533451878195,1.0003347812792447,0.000531504153280931
0.2600577906201378,0.9999834551502084,0.00043859939364725376
0.28006223605245606,1.0001162195502977,0.0003750422962622768
0.3000666814847744,1.0010787045464808,0.00042330051176913693
0.32007112691709266,0.9995294783948173,0.000375210327154068
0.34007557234941094,0.9989286700263956,0.000452735502872228
0.36008001778172927,0.9997777717445909,0.0005148020544725927
0.38008446321404754,0.9996609922828619,0.0005808631964740063
0.4000889086463658,1.0003731396777509,0.00048065229436852725
0.42009335407868414,0.9995164203182912,0.0006691812132747518
0.4400977995110024,0.9992367359336827,0.0004297118287988091
0.4601022449433207,0.9999495328593684,0.00033109215912260074
0.480106690375639,0.99991088445105,0.0004556725204212753
0.5001111358079573,0.999501889081906,0.0005627942192908634
0.5201155812402756,1.0000150057185597,0.0004936133660703139
0.5401200266725938,1.0008786013173303,0.0004578957791783533
0.5601244721049121,1.0005317881851978,0.0005631010722709445
0.5801289175372305,1.0002546249939155,0.0005348091162667311
0.6001333629695488,0.9997931000323415,0.00047261473666583467
0.620137808401867,0.9995792288172167,0.00044507969056579023
0.6401422538341853,1.0002453172057546,0.000567607547734477
0.6601466992665036,0.9999540111074002,0.000493865939182982
0.6801511446988219,0.9993127042278247,0.0005992547364373365
0.7001555901311401,1.0006360158423664,0.00030766146350822646
0.7201600355634585,0.9987035160400494,0.0005091257082529819
0.7401644809957768,1.0002658811604983,0.000389627806486151
0.7601689264280951,0.9996514382713378,0.00045944433737735374
0.7801733718604134,1.0000677411997467,0.0005365857813289957
0.8001778172927316,1.0008738998799118,0.00047534437383017466
0.8201822627250499,1.0000081607157314,0.0006264668882775521
0.8401867081573683,0.9999268838649583,0.0005572778991396606
0.8601911535896866,0.9990625457931185,0.000526774341196319
0.8801955990220048,0.9995004135695679,0.0004147285451763233
0.9002000444543231,1.0003810179087909,0.0004048789086287576
0.9202044898866414,0.999767353582894,0.0006614942221685662
0.9402089353189597,0.9999687845601791,0.0005064863014313943
0.960213380751278,1.0005326178360656,0.0005612815846646463
0.9802178261835963,0.9996186985756509,0.0004927762056646874
1.0002222716159146,0.9998092225028801,0.0005663315703526195
1.0202267170482329,0.9993106222684277,0.0005190790854609019
1.0402311624805511,0.9992815069248692,0.0005073832922930952
1.0602356079128694,0.9999950186336487,0.0003504660513206446
1.0802400533451877,0.9997799872364165,0.0005657121623455535
1.100244498777506,1.0001098930385015,0.00042721664683984797
1.1202489442098242,1.0008312214716928,0.0006011603799220572
1.1402533896421425,1.0001175348109246,0.00036552493976384405
1.160257835074461,1.0012189781853806,0.00047517877636625084
1.1802622805067793,0.9993055590889973,0.0004295946217608921
1.2002667259390976,0.9994208038348833,0.0005139177424193106
1.2202711713714158,1.0011819245535127,0.00045948994127569215
1.240275616803734,0.9997289539312715,0.0005728381146187299
1.2602800622360524,1.0001187752027618,0.0004948271355660846
1.2802845076683707,0.9994380021301125,0.0006413765978121868
1.300288953100689,1.0001224159092965,0.00033563072215168
1.3202933985330072,1.000215191080627,0.0006044937774984488
1.3402978439653255,0.9997154619420108,0.0005000478401589396
1.3603022893976437,1.0001107166993661,0.0003100760207320921
1.380306734829962,1.0004961766852245,0.0005383903719436022
1.4003111802622803,1.0003091454917432,0.0004582269292956808
1.4203156256945988,0.999565112517625,0.0005441827429455533
1.440320071126917,1.000266041610361,0.0002865651414304816
1.4603245165592353,1.0001943975764098,0.0005691942633329282
1.4803289619915536,0.9994721461681237,0.0005551009846343495
1.500333407423872,1.0010204683283452,0.0005272660707091374
1.5203378528561902,0.9995630105463189,0.0005267946860620733
1.5403422982885084,0.9995430213504599,0.000446087292927991
1.5603467437208267,0.9991690018976624,0.0005009018518174057
1.580351189153145,0.999957577581052,0.0005678887485903448
1.6003556345854633,0.998737490203013,0.0004602578441238918
1.6203600800177815,0.999912035822577,0.00048783918754643514
1.6403645254500998,0.9992994042811205,0.0004085666178764981
1.660368970882418,1.0001184494551518,0.0003914017789666173
1.6803734163147366,0.999307092016737,0.00041763883487601133
1.7003778617470549,0.9996863820223602,0.0005416943149935103
1.7203823071793731,0.9999434993550642,0.0005606693152954398
1.7403867526116914,1.0007846435814576,0.0006869935532225308
1.7603911980440097,1.0003071957051075,0.0003714500693524969
1.780395643476328,1.0000906726467,0.00040083990054602485
1.8004000889086462,1.000163953442249,0.0006561656852685144
1.8204045343409645,1.0005308863666715,0.0004555461581904278
1.8404089797732828,0.9998285411992722,0.00034232482186781976
1.860413425205601,1.001220710798186,0.0005897646618610075
1.8804178706379193,0.9997212331096174,0.0004582943056213627
1.9004223160702376,0.9996635125228865,0.0004334120317485853
1.920426761502556,1.0003753246647917,0.00040037608116033917
1.9404312069348744,0.9995972165524049,0.0005494282180725886
1.9604356523671926,0.9996886729753318,0.0005488644330326803
1.980440097799511,1.0005917193414373,0.0006280689688263304
2.000444543231829,1.0001352364285567,0.0005028372725943644
2.0204489886641475,1.0000411589846026,0.0004801369355334165
2.0404534340964657,0.9995511826047998,0.0004574564112917132
2.060457879528784,0.9996265609545946,0.0005158658666614546
2.0804623249611023,1.0002696452142945,0.000432191007123222
2.1004667703934206,0.9997748251412458,0.0003581565001495646
2.120471215825739,0.9997469492266227,0.0005844737356962704
2.140475661258057,1.0000046520928867,0.0005725647958491582
2.1604801066903754,0.999698174510451,0.0005812966029812242
2.1804845521226937,1.0003890896969487,0.0006441018850865857
2.200488997555012,0.999930395417735,0.0004066662655475708
2.22049344298733,1.0002547214111652,0.0006065179172441662
2.2404978884196485,1.0002287777385688,0.0005342499538900884
2.2605023338519667,1.000163999297947,0.0006202561854867497
2.280506779284285,0.999881102445471,0.0005356009194964289
2.3005112247166033,1.000386193514831,0.0006034071372346421
2.320515670148922,1.0001253002268318,0.00044329234015016533
2.3405201155812403,1.0004593828896837,0.0006254120614238184
2.3605245610135586,0.9994155912563567,0.0004996952149682435
2.380529006445877,0.9996444217414344,0.0003442961349563868
2.400533451878195,0.9997427389114963,0.0004294179754123061
2.4205378973105134,1.000358608561598,0.0005420327945496144
2.4405423427428317,1.0011527189229534,0.0004585743181423953
2.46054678817515,1.000420605041653,0.00047139023666134327
2.480551233607468,1.0001368093642724,0.0005076863160120534
2.5005556790397865,0.9997257882277985,0.0005080460392036936
2.5205601244721048,1.0001767162958157,0.000572332060369581
2.540564569904423,0.9998290114880133,0.0005940304376358032
2.5605690153367413,1.0003159823802834,0.0006062748287645294
2.5805734607690596,0.999325737705354,0.00058481600765014
2.600577906201378,1.000139322181332,0.0005351931685712391
2.620582351633696,0.9992570369852446,0.0005763015458450449
2.6405867970660144,1.0002649282169631,0.0006145307539974535
2.6605912424983327,0.9995435981259662,0.0006137649878538817
2.680595687930651,1.0004834273455812,0.0005205771144483975
2.7006001333629692,0.9996748446010032,0.0005298362183532335
2.7206045787952875,1.0006666754731548,0.0004657505561120465
2.7406090242276058,1.000399343117984,0.0003602307777501164
2.760613469659924,1.0006914121016468,0.0006487457112562795
2.7806179150922423,1.0009859353037298,0.0003918081112240961
2.8006223605245606,0.9999327757796761,0.0005428571575989659
2.8206268059568793,0.9995007456488694,0.0004670570155983506
2.8406312513891976,1.0001284125259204,0.0007908716419236402
2.860635696821516,0.9998224159685528,0.00042584840676066843
2.880640142253834,1.0004116374607481,0.0005165645048111159
2.9006445876861524,0.9996852018508124,0.0004014672184528285
2.9206490331184707,1.0006911306138961,0.00047240509557725137
2.940653478550789,1.0002732283500162,0.0005202203939672665
2.9606579239831072,0.9998327252711784,0.0006069945283744577
2.9806623694154255,1.0000387044082213,0.00046453134232887934
3.000666814847744,1.000267842449259,0.00035680308471482965
3.020671260280062,0.9990662756496138,0.0005332485938512112
3.0406757057123803,0.9998089106320688,0.0005899449281518672
3.0606801511446986,1.0000423204846631,0.00044325532833031653
